dt,day,variation,users,retained,retention_rate,ci_lower,ci_upper
2024-12-29,4,3,900,258,0.2867,0.2571,0.3162
2024-12-29,5,3,900,0,0.0,0.0,0.0
2024-12-29,6,3,900,0,0.0,0.0,0.0
2024-12-29,7,3,900,0,0.0,0.0,0.0
2024-12-29,8,3,900,0,0.0,0.0,0.0
2024-12-29,9,3,900,0,0.0,0.0,0.0
2024-12-29,10,3,900,0,0.0,0.0,0.0
2024-12-29,11,3,900,0,0.0,0.0,0.0
2024-12-29,12,3,900,0,0.0,0.0,0.0
2024-12-29,13,3,900,0,0.0,0.0,0.0
2024-12-29,14,3,900,0,0.0,0.0,0.0
2024-12-29,15,3,900,0,0.0,0.0,0.0
2024-12-29,1,3,900,432,0.48,0.4474,0.5126
2024-12-29,2,3,900,315,0.35,0.3188,0.3812
2024-12-29,3,3,900,248,0.2756,0.2464,0.3047
2024-12-29,4,3,900,258,0.2867,0.2571,0.3162
2024-12-29,5,3,900,0,0.0,0.0,0.0
2024-12-29,6,3,900,0,0.0,0.0,0.0
2024-12-29,7,3,900,0,0.0,0.0,0.0
2024-12-29,8,3,900,0,0.0,0.0,0.0
2024-12-29,9,3,900,0,0.0,0.0,0.0
2024-12-29,10,3,900,0,0.0,0.0,0.0
2024-12-29,11,3,900,0,0.0,0.0,0.0
2024-12-29,12,3,900,0,0.0,0.0,0.0
2024-12-29,13,3,900,0,0.0,0.0,0.0
2024-12-29,14,3,900,0,0.0,0.0,0.0
2024-12-29,15,3,900,0,0.0,0.0,0.0
2024-12-29,1,3,900,432,0.48,0.4474,0.5126
2024-12-29,2,3,900,315,0.35,0.3188,0.3812
2024-12-29,3,3,900,248,0.2756,0.2464,0.3047
2024-12-29,4,3,900,258,0.2867,0.2571,0.3162
2024-12-29,5,3,900,0,0.0,0.0,0.0
2024-12-29,6,3,900,0,0.0,0.0,0.0
2024-12-29,7,3,900,0,0.0,0.0,0.0
2024-12-29,8,3,900,0,0.0,0.0,0.0
2024-12-29,9,3,900,0,0.0,0.0,0.0
2024-12-29,10,3,900,0,0.0,0.0,0.0
2024-12-29,11,3,900,0,0.0,0.0,0.0
2024-12-29,12,3,900,0,0.0,0.0,0.0
2024-12-29,13,3,900,0,0.0,0.0,0.0
2024-12-29,14,3,900,0,0.0,0.0,0.0
2024-12-29,15,3,900,0,0.0,0.0,0.0
2024-12-29,1,4,910,416,0.4571,0.4248,0.4895
2024-12-29,2,4,910,298,0.3275,0.297,0.358
2024-12-29,3,4,910,244,0.2681,0.2393,0.2969
2024-12-29,4,4,910,244,0.2681,0.2393,0.2969
2024-12-29,5,4,910,0,0.0,0.0,0.0
2024-12-29,6,4,910,0,0.0,0.0,0.0
2024-12-29,7,4,910,0,0.0,0.0,0.0
2024-12-29,8,4,910,0,0.0,0.0,0.0
2024-12-29,9,4,910,0,0.0,0.0,0.0
2024-12-29,10,4,910,0,0.0,0.0,0.0
2024-12-29,11,4,910,0,0.0,0.0,0.0
2024-12-29,12,4,910,0,0.0,0.0,0.0
2024-12-29,13,4,910,0,0.0,0.0,0.0
2024-12-29,14,4,910,0,0.0,0.0,0.0
2024-12-29,15,4,910,0,0.0,0.0,0.0
2024-12-29,1,4,910,416,0.4571,0.4248,0.4895
2024-12-29,2,4,910,298,0.3275,0.297,0.358
2024-12-29,3,4,910,244,0.2681,0.2393,0.2969
2024-12-29,4,4,910,244,0.2681,0.2393,0.2969
2024-12-29,5,4,910,0,0.0,0.0,0.0
2024-12-29,6,4,910,0,0.0,0.0,0.0
2024-12-29,7,4,910,0,0.0,0.0,0.0
2024-12-29,8,4,910,0,0.0,0.0,0.0
2024-12-29,9,4,910,0,0.0,0.0,0.0
2024-12-29,10,4,910,0,0.0,0.0,0.0
2024-12-29,11,4,910,0,0.0,0.0,0.0
2024-12-29,12,4,910,0,0.0,0.0,0.0
2024-12-29,13,4,910,0,0.0,0.0,0.0
2024-12-29,14,4,910,0,0.0,0.0,0.0
2024-12-29,15,4,910,0,0.0,0.0,0.0
2024-12-29,1,4,910,416,0.4571,0.4248,0.4895
2024-12-29,2,4,910,298,0.3275,0.297,0.358
2024-12-29,3,4,910,244,0.2681,0.2393,0.2969
2024-12-29,4,4,910,244,0.2681,0.2393,0.2969
2024-12-29,5,4,910,0,0.0,0.0,0.0
2024-12-29,6,4,910,0,0.0,0.0,0.0
2024-12-29,7,4,910,0,0.0,0.0,0.0
2024-12-29,8,4,910,0,0.0,0.0,0.0
2024-12-29,9,4,910,0,0.0,0.0,0.0
2024-12-29,10,4,910,0,0.0,0.0,0.0
2024-12-29,11,4,910,0,0.0,0.0,0.0
2024-12-29,12,4,910,0,0.0,0.0,0.0
2024-12-29,13,4,910,0,0.0,0.0,0.0
2024-12-29,14,4,910,0,0.0,0.0,0.0
2024-12-29,15,4,910,0,0.0,0.0,0.0
2024-12-29,1,4,910,416,0.4571,0.4248,0.4895
2024-12-29,2,4,910,298,0.3275,0.297,0.358
2024-12-29,3,4,910,244,0.2681,0.2393,0.2969
2024-12-29,4,4,910,244,0.2681,0.2393,0.2969
2024-12-29,5,4,910,0,0.0,0.0,0.0
2024-12-29,6,4,910,0,0.0,0.0,0.0
2024-12-29,7,4,910,0,0.0,0.0,0.0
2024-12-29,8,4,910,0,0.0,0.0,0.0
2024-12-29,9,4,910,0,0.0,0.0,0.0
2024-12-29,10,4,910,0,0.0,0.0,0.0
2024-12-29,11,4,910,0,0.0,0.0,0.0
2024-12-29,12,4,910,0,0.0,0.0,0.0
2024-12-29,13,4,910,0,0.0,0.0,0.0
2024-12-29,14,4,910,0,0.0,0.0,0.0
2024-12-29,15,4,910,0,0.0,0.0,0.0
2024-12-29,1,4,910,416,0.4571,0.4248,0.4895
2024-12-29,2,4,910,298,0.3275,0.297,0.358
2024-12-29,3,4,910,244,0.2681,0.2393,0.2969
2024-12-29,4,4,910,244,0.2681,0.2393,0.2969
2024-12-29,5,4,910,0,0.0,0.0,0.0
2024-12-29,6,4,910,0,0.0,0.0,0.0
2024-12-29,7,4,910,0,0.0,0.0,0.0
2024-12-29,8,4,910,0,0.0,0.0,0.0
2024-12-29,9,4,910,0,0.0,0.0,0.0
2024-12-29,10,4,910,0,0.0,0.0,0.0
2024-12-29,11,4,910,0,0.0,0.0,0.0
2024-12-29,12,4,910,0,0.0,0.0,0.0
2024-12-29,13,4,910,0,0.0,0.0,0.0
2024-12-29,14,4,910,0,0.0,0.0,0.0
2024-12-29,15,4,910,0,0.0,0.0,0.0
2024-12-29,1,4,910,416,0.4571,0.4248,0.4895
2024-12-29,2,4,910,298,0.3275,0.297,0.358
2024-12-29,3,4,910,244,0.2681,0.2393,0.2969
2024-12-29,4,4,910,244,0.2681,0.2393,0.2969
2024-12-29,5,4,910,0,0.0,0.0,0.0
2024-12-29,6,4,910,0,0.0,0.0,0.0
2024-12-29,7,4,910,0,0.0,0.0,0.0
2024-12-29,8,4,910,0,0.0,0.0,0.0
2024-12-29,9,4,910,0,0.0,0.0,0.0
2024-12-29,10,4,910,0,0.0,0.0,0.0
2024-12-29,11,4,910,0,0.0,0.0,0.0
2024-12-29,12,4,910,0,0.0,0.0,0.0
2024-12-29,13,4,910,0,0.0,0.0,0.0
2024-12-29,14,4,910,0,0.0,0.0,0.0
2024-12-29,15,4,910,0,0.0,0.0,0.0
2024-12-29,1,4,910,416,0.4571,0.4248,0.4895
2024-12-29,2,4,910,298,0.3275,0.297,0.358
2024-12-29,3,4,910,244,0.2681,0.2393,0.2969
2024-12-29,4,4,910,244,0.2681,0.2393,0.2969
2024-12-29,5,4,910,0,0.0,0.0,0.0
2024-12-29,6,4,910,0,0.0,0.0,0.0
2024-12-29,7,4,910,0,0.0,0.0,0.0
2024-12-29,8,4,910,0,0.0,0.0,0.0
2024-12-29,9,4,910,0,0.0,0.0,0.0
2024-12-29,10,4,910,0,0.0,0.0,0.0
2024-12-29,11,4,910,0,0.0,0.0,0.0
2024-12-29,12,4,910,0,0.0,0.0,0.0
2024-12-29,13,4,910,0,0.0,0.0,0.0
2024-12-29,14,4,910,0,0.0,0.0,0.0
2024-12-29,15,4,910,0,0.0,0.0,0.0
2024-12-29,1,5,898,404,0.4499,0.4174,0.4824
2024-12-29,2,5,898,248,0.2762,0.2469,0.3054
2024-12-29,3,5,898,216,0.2405,0.2126,0.2685
2024-12-29,4,5,898,197,0.2194,0.1923,0.2464
2024-12-29,5,5,898,0,0.0,0.0,0.0
2024-12-29,6,5,898,0,0.0,0.0,0.0
2024-12-29,7,5,898,0,0.0,0.0,0.0
2024-12-29,8,5,898,0,0.0,0.0,0.0
2024-12-29,9,5,898,0,0.0,0.0,0.0
2024-12-29,10,5,898,0,0.0,0.0,0.0
2024-12-29,11,5,898,0,0.0,0.0,0.0
2024-12-29,12,5,898,0,0.0,0.0,0.0
2024-12-29,13,5,898,0,0.0,0.0,0.0
2024-12-29,14,5,898,0,0.0,0.0,0.0
2024-12-29,15,5,898,0,0.0,0.0,0.0
2024-12-29,1,5,898,404,0.4499,0.4174,0.4824
2024-12-29,2,5,898,248,0.2762,0.2469,0.3054
2024-12-29,3,5,898,216,0.2405,0.2126,0.2685
2024-12-29,4,5,898,197,0.2194,0.1923,0.2464
2024-12-29,5,5,898,0,0.0,0.0,0.0
2024-12-29,6,5,898,0,0.0,0.0,0.0
2024-12-29,7,5,898,0,0.0,0.0,0.0
2024-12-29,8,5,898,0,0.0,0.0,0.0
2024-12-29,9,5,898,0,0.0,0.0,0.0
2024-12-29,10,5,898,0,0.0,0.0,0.0
2024-12-29,11,5,898,0,0.0,0.0,0.0
2024-12-29,12,5,898,0,0.0,0.0,0.0
2024-12-29,13,5,898,0,0.0,0.0,0.0
2024-12-29,14,5,898,0,0.0,0.0,0.0
2024-12-29,15,5,898,0,0.0,0.0,0.0
2024-12-29,1,5,898,404,0.4499,0.4174,0.4824
2024-12-29,2,5,898,248,0.2762,0.2469,0.3054
2024-12-29,3,5,898,216,0.2405,0.2126,0.2685
2024-12-29,4,5,898,197,0.2194,0.1923,0.2464
2024-12-29,5,5,898,0,0.0,0.0,0.0
2024-12-29,6,5,898,0,0.0,0.0,0.0
2024-12-29,7,5,898,0,0.0,0.0,0.0
2024-12-29,8,5,898,0,0.0,0.0,0.0
2024-12-29,9,5,898,0,0.0,0.0,0.0
2024-12-29,10,5,898,0,0.0,0.0,0.0
2024-12-29,11,5,898,0,0.0,0.0,0.0
2024-12-29,12,5,898,0,0.0,0.0,0.0
2024-12-29,13,5,898,0,0.0,0.0,0.0
2024-12-29,14,5,898,0,0.0,0.0,0.0
2024-12-29,15,5,898,0,0.0,0.0,0.0
2024-12-29,1,5,898,404,0.4499,0.4174,0.4824
2024-12-29,2,5,898,248,0.2762,0.2469,0.3054
2024-12-29,3,5,898,216,0.2405,0.2126,0.2685
2024-12-29,4,5,898,197,0.2194,0.1923,0.2464
2024-12-29,5,5,898,0,0.0,0.0,0.0
2024-12-29,6,5,898,0,0.0,0.0,0.0
2024-12-29,7,5,898,0,0.0,0.0,0.0
2024-12-29,8,5,898,0,0.0,0.0,0.0
2024-12-29,9,5,898,0,0.0,0.0,0.0
2024-12-29,10,5,898,0,0.0,0.0,0.0
2024-12-29,11,5,898,0,0.0,0.0,0.0
2024-12-29,12,5,898,0,0.0,0.0,0.0
2024-12-29,13,5,898,0,0.0,0.0,0.0
2024-12-29,14,5,898,0,0.0,0.0,0.0
2024-12-29,15,5,898,0,0.0,0.0,0.0
2024-12-29,1,5,898,404,0.4499,0.4174,0.4824
2024-12-29,2,5,898,248,0.2762,0.2469,0.3054
2024-12-29,3,5,898,216,0.2405,0.2126,0.2685
2024-12-29,4,5,898,197,0.2194,0.1923,0.2464
2024-12-29,5,5,898,0,0.0,0.0,0.0
2024-12-29,6,5,898,0,0.0,0.0,0.0
2024-12-29,7,5,898,0,0.0,0.0,0.0
2024-12-29,8,5,898,0,0.0,0.0,0.0
2024-12-29,9,5,898,0,0.0,0.0,0.0
2024-12-29,10,5,898,0,0.0,0.0,0.0
2024-12-29,11,5,898,0,0.0,0.0,0.0
2024-12-29,12,5,898,0,0.0,0.0,0.0
2024-12-29,13,5,898,0,0.0,0.0,0.0
2024-12-29,14,5,898,0,0.0,0.0,0.0
2024-12-29,15,5,898,0,0.0,0.0,0.0
2024-12-29,1,5,898,404,0.4499,0.4174,0.4824
2024-12-29,2,5,898,248,0.2762,0.2469,0.3054
2024-12-29,3,5,898,216,0.2405,0.2126,0.2685
2024-12-29,4,5,898,197,0.2194,0.1923,0.2464
2024-12-29,5,5,898,0,0.0,0.0,0.0
2024-12-29,6,5,898,0,0.0,0.0,0.0
2024-12-29,7,5,898,0,0.0,0.0,0.0
2024-12-29,8,5,898,0,0.0,0.0,0.0
2024-12-29,9,5,898,0,0.0,0.0,0.0
2024-12-29,10,5,898,0,0.0,0.0,0.0
2024-12-29,11,5,898,0,0.0,0.0,0.0
2024-12-29,12,5,898,0,0.0,0.0,0.0
2024-12-29,13,5,898,0,0.0,0.0,0.0
2024-12-29,14,5,898,0,0.0,0.0,0.0
2024-12-29,15,5,898,0,0.0,0.0,0.0
2024-12-29,1,5,898,404,0.4499,0.4174,0.4824
2024-12-29,2,5,898,248,0.2762,0.2469,0.3054
2024-12-29,3,5,898,216,0.2405,0.2126,0.2685
2024-12-29,4,5,898,197,0.2194,0.1923,0.2464
2024-12-29,5,5,898,0,0.0,0.0,0.0
2024-12-29,6,5,898,0,0.0,0.0,0.0
2024-12-29,7,5,898,0,0.0,0.0,0.0
2024-12-29,8,5,898,0,0.0,0.0,0.0
2024-12-29,9,5,898,0,0.0,0.0,0.0
2024-12-29,10,5,898,0,0.0,0.0,0.0
2024-12-29,11,5,898,0,0.0,0.0,0.0
2024-12-29,12,5,898,0,0.0,0.0,0.0
2024-12-29,13,5,898,0,0.0,0.0,0.0
2024-12-29,14,5,898,0,0.0,0.0,0.0
2024-12-29,15,5,898,0,0.0,0.0,0.0
2024-12-29,1,6,922,466,0.5054,0.4732,0.5377
2024-12-29,2,6,922,360,0.3905,0.359,0.4219
2024-12-29,3,6,922,305,0.3308,0.3004,0.3612
2024-12-29,4,6,922,299,0.3243,0.2941,0.3545
2024-12-29,5,6,922,0,0.0,0.0,0.0
2024-12-29,6,6,922,0,0.0,0.0,0.0
2024-12-29,7,6,922,0,0.0,0.0,0.0
2024-12-29,8,6,922,0,0.0,0.0,0.0
2024-12-29,9,6,922,0,0.0,0.0,0.0
2024-12-29,10,6,922,0,0.0,0.0,0.0
2024-12-29,11,6,922,0,0.0,0.0,0.0
2024-12-29,12,6,922,0,0.0,0.0,0.0
2024-12-29,13,6,922,0,0.0,0.0,0.0
2024-12-29,14,6,922,0,0.0,0.0,0.0
2024-12-29,15,6,922,0,0.0,0.0,0.0
2024-12-29,1,6,922,466,0.5054,0.4732,0.5377
2024-12-29,2,6,922,360,0.3905,0.359,0.4219
2024-12-29,3,6,922,305,0.3308,0.3004,0.3612
2024-12-29,4,6,922,299,0.3243,0.2941,0.3545
2024-12-29,5,6,922,0,0.0,0.0,0.0
2024-12-29,6,6,922,0,0.0,0.0,0.0
2024-12-29,7,6,922,0,0.0,0.0,0.0
2024-12-29,8,6,922,0,0.0,0.0,0.0
2024-12-29,9,6,922,0,0.0,0.0,0.0
2024-12-29,10,6,922,0,0.0,0.0,0.0
2024-12-29,11,6,922,0,0.0,0.0,0.0
2024-12-29,12,6,922,0,0.0,0.0,0.0
2024-12-29,13,6,922,0,0.0,0.0,0.0
2024-12-29,14,6,922,0,0.0,0.0,0.0
2024-12-29,15,6,922,0,0.0,0.0,0.0
2024-12-29,1,6,922,466,0.5054,0.4732,0.5377
2024-12-29,2,6,922,360,0.3905,0.359,0.4219
2024-12-29,3,6,922,305,0.3308,0.3004,0.3612
2024-12-29,4,6,922,299,0.3243,0.2941,0.3545
2024-12-29,5,6,922,0,0.0,0.0,0.0
2024-12-29,6,6,922,0,0.0,0.0,0.0
2024-12-29,7,6,922,0,0.0,0.0,0.0
2024-12-29,8,6,922,0,0.0,0.0,0.0
2024-12-29,9,6,922,0,0.0,0.0,0.0
2024-12-29,10,6,922,0,0.0,0.0,0.0
2024-12-29,11,6,922,0,0.0,0.0,0.0
2024-12-29,12,6,922,0,0.0,0.0,0.0
2024-12-29,13,6,922,0,0.0,0.0,0.0
2024-12-29,14,6,922,0,0.0,0.0,0.0
2024-12-29,15,6,922,0,0.0,0.0,0.0
2024-12-29,1,6,922,466,0.5054,0.4732,0.5377
2024-12-29,2,6,922,360,0.3905,0.359,0.4219
2024-12-29,3,6,922,305,0.3308,0.3004,0.3612
2024-12-29,4,6,922,299,0.3243,0.2941,0.3545
2024-12-29,5,6,922,0,0.0,0.0,0.0
2024-12-29,6,6,922,0,0.0,0.0,0.0
2024-12-29,7,6,922,0,0.0,0.0,0.0
2024-12-29,8,6,922,0,0.0,0.0,0.0
2024-12-29,9,6,922,0,0.0,0.0,0.0
2024-12-29,10,6,922,0,0.0,0.0,0.0
2024-12-29,11,6,922,0,0.0,0.0,0.0
2024-12-29,12,6,922,0,0.0,0.0,0.0
2024-12-29,13,6,922,0,0.0,0.0,0.0
2024-12-29,14,6,922,0,0.0,0.0,0.0
2024-12-29,15,6,922,0,0.0,0.0,0.0
2024-12-29,1,6,922,466,0.5054,0.4732,0.5377
2024-12-29,2,6,922,360,0.3905,0.359,0.4219
2024-12-29,3,6,922,305,0.3308,0.3004,0.3612
2024-12-29,4,6,922,299,0.3243,0.2941,0.3545
2024-12-29,5,6,922,0,0.0,0.0,0.0
2024-12-29,6,6,922,0,0.0,0.0,0.0
2024-12-29,7,6,922,0,0.0,0.0,0.0
2024-12-29,8,6,922,0,0.0,0.0,0.0
2024-12-29,9,6,922,0,0.0,0.0,0.0
2024-12-29,10,6,922,0,0.0,0.0,0.0
2024-12-29,11,6,922,0,0.0,0.0,0.0
2024-12-29,12,6,922,0,0.0,0.0,0.0
2024-12-29,13,6,922,0,0.0,0.0,0.0
2024-12-29,14,6,922,0,0.0,0.0,0.0
2024-12-29,15,6,922,0,0.0,0.0,0.0
2024-12-29,1,6,922,466,0.5054,0.4732,0.5377
2024-12-29,2,6,922,360,0.3905,0.359,0.4219
2024-12-29,3,6,922,305,0.3308,0.3004,0.3612
2024-12-29,4,6,922,299,0.3243,0.2941,0.3545
2024-12-29,5,6,922,0,0.0,0.0,0.0
2024-12-29,6,6,922,0,0.0,0.0,0.0
2024-12-29,7,6,922,0,0.0,0.0,0.0
2024-12-29,8,6,922,0,0.0,0.0,0.0
2024-12-29,9,6,922,0,0.0,0.0,0.0
2024-12-29,10,6,922,0,0.0,0.0,0.0
2024-12-29,11,6,922,0,0.0,0.0,0.0
2024-12-29,12,6,922,0,0.0,0.0,0.0
2024-12-29,13,6,922,0,0.0,0.0,0.0
2024-12-29,14,6,922,0,0.0,0.0,0.0
2024-12-29,15,6,922,0,0.0,0.0,0.0
2024-12-29,1,6,922,466,0.5054,0.4732,0.5377
2024-12-29,2,6,922,360,0.3905,0.359,0.4219
2024-12-29,3,6,922,305,0.3308,0.3004,0.3612
2024-12-29,4,6,922,299,0.3243,0.2941,0.3545
2024-12-29,5,6,922,0,0.0,0.0,0.0
2024-12-29,6,6,922,0,0.0,0.0,0.0
2024-12-29,7,6,922,0,0.0,0.0,0.0
2024-12-29,8,6,922,0,0.0,0.0,0.0
2024-12-29,9,6,922,0,0.0,0.0,0.0
2024-12-29,10,6,922,0,0.0,0.0,0.0
2024-12-29,11,6,922,0,0.0,0.0,0.0
2024-12-29,12,6,922,0,0.0,0.0,0.0
2024-12-29,13,6,922,0,0.0,0.0,0.0
2024-12-29,14,6,922,0,0.0,0.0,0.0
2024-12-29,15,6,922,0,0.0,0.0,0.0
2024-12-29,1,7,894,367,0.4105,0.3783,0.4428
2024-12-29,2,7,894,235,0.2629,0.234,0.2917
2024-12-29,3,7,894,179,0.2002,0.174,0.2265
2024-12-29,4,7,894,173,0.1935,0.1676,0.2194
2024-12-29,5,7,894,0,0.0,0.0,0.0
2024-12-29,6,7,894,0,0.0,0.0,0.0
2024-12-29,7,7,894,0,0.0,0.0,0.0
2024-12-29,8,7,894,0,0.0,0.0,0.0
2024-12-29,9,7,894,0,0.0,0.0,0.0
2024-12-29,10,7,894,0,0.0,0.0,0.0
2024-12-29,11,7,894,0,0.0,0.0,0.0
2024-12-29,12,7,894,0,0.0,0.0,0.0
2024-12-29,13,7,894,0,0.0,0.0,0.0
2024-12-29,14,7,894,0,0.0,0.0,0.0
2024-12-29,15,7,894,0,0.0,0.0,0.0
2024-12-29,1,7,894,367,0.4105,0.3783,0.4428
2024-12-29,2,7,894,235,0.2629,0.234,0.2917
2024-12-29,3,7,894,179,0.2002,0.174,0.2265
2024-12-29,4,7,894,173,0.1935,0.1676,0.2194
2024-12-29,5,7,894,0,0.0,0.0,0.0
2024-12-29,6,7,894,0,0.0,0.0,0.0
2024-12-29,7,7,894,0,0.0,0.0,0.0
2024-12-29,8,7,894,0,0.0,0.0,0.0
2024-12-29,9,7,894,0,0.0,0.0,0.0
2024-12-29,10,7,894,0,0.0,0.0,0.0
2024-12-29,11,7,894,0,0.0,0.0,0.0
2024-12-29,12,7,894,0,0.0,0.0,0.0
2024-12-29,13,7,894,0,0.0,0.0,0.0
2024-12-29,14,7,894,0,0.0,0.0,0.0
2024-12-29,15,7,894,0,0.0,0.0,0.0
2024-12-29,1,7,894,367,0.4105,0.3783,0.4428
2024-12-29,2,7,894,235,0.2629,0.234,0.2917
2024-12-29,3,7,894,179,0.2002,0.174,0.2265
2024-12-29,4,7,894,173,0.1935,0.1676,0.2194
2024-12-29,5,7,894,0,0.0,0.0,0.0
2024-12-29,6,7,894,0,0.0,0.0,0.0
2024-12-29,7,7,894,0,0.0,0.0,0.0
2024-12-29,8,7,894,0,0.0,0.0,0.0
2024-12-29,9,7,894,0,0.0,0.0,0.0
2024-12-29,10,7,894,0,0.0,0.0,0.0
2024-12-29,11,7,894,0,0.0,0.0,0.0
2024-12-29,12,7,894,0,0.0,0.0,0.0
2024-12-29,13,7,894,0,0.0,0.0,0.0
2024-12-29,14,7,894,0,0.0,0.0,0.0
2024-12-29,15,7,894,0,0.0,0.0,0.0
2024-12-29,1,7,894,367,0.4105,0.3783,0.4428
2024-12-29,2,7,894,235,0.2629,0.234,0.2917
2024-12-29,3,7,894,179,0.2002,0.174,0.2265
2024-12-29,4,7,894,173,0.1935,0.1676,0.2194
2024-12-29,5,7,894,0,0.0,0.0,0.0
2024-12-29,6,7,894,0,0.0,0.0,0.0
2024-12-29,7,7,894,0,0.0,0.0,0.0
2024-12-29,8,7,894,0,0.0,0.0,0.0
2024-12-29,9,7,894,0,0.0,0.0,0.0
2024-12-29,10,7,894,0,0.0,0.0,0.0
2024-12-29,11,7,894,0,0.0,0.0,0.0
2024-12-29,12,7,894,0,0.0,0.0,0.0
2024-12-29,13,7,894,0,0.0,0.0,0.0
2024-12-29,14,7,894,0,0.0,0.0,0.0
2024-12-29,15,7,894,0,0.0,0.0,0.0
2024-12-29,1,7,894,367,0.4105,0.3783,0.4428
2024-12-29,2,7,894,235,0.2629,0.234,0.2917
2024-12-29,3,7,894,179,0.2002,0.174,0.2265
2024-12-29,4,7,894,173,0.1935,0.1676,0.2194
2024-12-29,5,7,894,0,0.0,0.0,0.0
2024-12-29,6,7,894,0,0.0,0.0,0.0
2024-12-29,7,7,894,0,0.0,0.0,0.0
2024-12-29,8,7,894,0,0.0,0.0,0.0
2024-12-29,9,7,894,0,0.0,0.0,0.0
2024-12-29,10,7,894,0,0.0,0.0,0.0
2024-12-29,11,7,894,0,0.0,0.0,0.0
2024-12-29,12,7,894,0,0.0,0.0,0.0
2024-12-29,13,7,894,0,0.0,0.0,0.0
2024-12-29,14,7,894,0,0.0,0.0,0.0
2024-12-29,15,7,894,0,0.0,0.0,0.0
2024-12-29,1,7,894,367,0.4105,0.3783,0.4428
2024-12-29,2,7,894,235,0.2629,0.234,0.2917
2024-12-29,3,7,894,179,0.2002,0.174,0.2265
2024-12-29,4,7,894,173,0.1935,0.1676,0.2194
2024-12-29,5,7,894,0,0.0,0.0,0.0
2024-12-29,6,7,894,0,0.0,0.0,0.0
2024-12-29,7,7,894,0,0.0,0.0,0.0
2024-12-29,8,7,894,0,0.0,0.0,0.0
2024-12-29,9,7,894,0,0.0,0.0,0.0
2024-12-29,10,7,894,0,0.0,0.0,0.0
2024-12-29,11,7,894,0,0.0,0.0,0.0
2024-12-29,12,7,894,0,0.0,0.0,0.0
2024-12-29,13,7,894,0,0.0,0.0,0.0
2024-12-29,14,7,894,0,0.0,0.0,0.0
2024-12-29,15,7,894,0,0.0,0.0,0.0
2024-12-29,1,7,894,367,0.4105,0.3783,0.4428
2024-12-29,2,7,894,235,0.2629,0.234,0.2917
2024-12-29,3,7,894,179,0.2002,0.174,0.2265
2024-12-29,4,7,894,173,0.1935,0.1676,0.2194
2024-12-29,5,7,894,0,0.0,0.0,0.0
2024-12-29,6,7,894,0,0.0,0.0,0.0
2024-12-29,7,7,894,0,0.0,0.0,0.0
2024-12-29,8,7,894,0,0.0,0.0,0.0
2024-12-29,9,7,894,0,0.0,0.0,0.0
2024-12-29,10,7,894,0,0.0,0.0,0.0
2024-12-29,11,7,894,0,0.0,0.0,0.0
2024-12-29,12,7,894,0,0.0,0.0,0.0
2024-12-29,13,7,894,0,0.0,0.0,0.0
2024-12-29,14,7,894,0,0.0,0.0,0.0
2024-12-29,15,7,894,0,0.0,0.0,0.0
2024-12-30,1,None,12559,4698,0.3741,0.3656,0.3825
2024-12-30,2,None,12559,3304,0.2631,0.2554,0.2708
2024-12-30,3,None,12559,3157,0.2514,0.2438,0.259
2024-12-30,4,None,12559,0,0.0,0.0,0.0
2024-12-30,5,None,12559,0,0.0,0.0,0.0
2024-12-30,6,None,12559,0,0.0,0.0,0.0
2024-12-30,7,None,12559,0,0.0,0.0,0.0
2024-12-30,8,None,12559,0,0.0,0.0,0.0
2024-12-30,9,None,12559,0,0.0,0.0,0.0
2024-12-30,10,None,12559,0,0.0,0.0,0.0
2024-12-30,11,None,12559,0,0.0,0.0,0.0
2024-12-30,12,None,12559,0,0.0,0.0,0.0
2024-12-30,13,None,12559,0,0.0,0.0,0.0
2024-12-30,14,None,12559,0,0.0,0.0,0.0
2024-12-30,15,None,12559,0,0.0,0.0,0.0
2024-12-30,1,None,12559,4698,0.3741,0.3656,0.3825
2024-12-30,2,None,12559,3304,0.2631,0.2554,0.2708
2024-12-30,3,None,12559,3157,0.2514,0.2438,0.259
2024-12-30,4,None,12559,0,0.0,0.0,0.0
2024-12-30,5,None,12559,0,0.0,0.0,0.0
2024-12-30,6,None,12559,0,0.0,0.0,0.0
2024-12-30,7,None,12559,0,0.0,0.0,0.0
2024-12-30,8,None,12559,0,0.0,0.0,0.0
2024-12-30,9,None,12559,0,0.0,0.0,0.0
2024-12-30,10,None,12559,0,0.0,0.0,0.0
2024-12-30,11,None,12559,0,0.0,0.0,0.0
2024-12-30,12,None,12559,0,0.0,0.0,0.0
2024-12-30,13,None,12559,0,0.0,0.0,0.0
2024-12-30,14,None,12559,0,0.0,0.0,0.0
2024-12-30,15,None,12559,0,0.0,0.0,0.0
2024-12-30,1,None,12559,4698,0.3741,0.3656,0.3825
2024-12-30,2,None,12559,3304,0.2631,0.2554,0.2708
2024-12-30,3,None,12559,3157,0.2514,0.2438,0.259
2024-12-30,4,None,12559,0,0.0,0.0,0.0
2024-12-30,5,None,12559,0,0.0,0.0,0.0
2024-12-30,6,None,12559,0,0.0,0.0,0.0
2024-12-30,7,None,12559,0,0.0,0.0,0.0
2024-12-30,8,None,12559,0,0.0,0.0,0.0
2024-12-30,9,None,12559,0,0.0,0.0,0.0
2024-12-30,10,None,12559,0,0.0,0.0,0.0
